NAME,MCAP,CMP,PE,PE-TTM,EarningScore,DebtScore,CashScore,CompanyScore,G-IV,A-IV,P-IV,G-Valuation,A-Valuation,P-Valuation,G-ROI,A-ROI,P-ROI,G-Decision,A-Decision,P-Decision
NAKODA GROUP OF INDUSTRIES LTD,28.95,26.0,,,9.0,17.0,9.0,35.0,906.4002739559643,565.8883957739255,390.5896608051715,UNDERVALUED,UNDERVALUED,UNDERVALUED,203.82921633489852,125.53981878778065,85.21619652013169,BUY,BUY,BUY
NALIN LEASE FINANCE LTD,13.74,20.95,5.184905660377359,3.4784905660377365,34.0,27.0,15.0,76.0,443.9867910753562,278.1142971036631,192.7215686191511,UNDERVALUED,UNDERVALUED,UNDERVALUED,123.45907901078056,76.12931052128822,51.75170938523472,BUY,BUY,BUY
NALWA SONS INVESTMENTS LTD,814.48,1584.6,22.17478900081677,22.00234141029131,21.0,30.0,24.0,75.0,3125.289825705194,1954.9644578226832,1352.4698911515957,UNDERVALUED,UNDERVALUED,OVERVALUED,11.507274818670734,7.092271847336642,4.818286892739461,DO NOT BUY,DO NOT BUY,DO NOT BUY
NAM SECURITIES LTD,25.48,47.25,90.99999999999999,52.312499999999986,30.0,28.5,3.0,61.5,-28.39337917133805,-17.461970861212503,-11.83437848933203,OVERVALUED,OVERVALUED,OVERVALUED,-3.570830246786696,-2.187842486754317,-1.4755228396045916,DO NOT BUY,DO NOT BUY,DO NOT BUY
NANDAN DENIM LTD,170.81,35.55,-4.10897281693529,-4.10488332932403,25.0,12.0,15.0,52.0,1934.719458717152,1208.911825671378,835.2591925154486,UNDERVALUED,UNDERVALUED,UNDERVALUED,317.9052914365105,195.85861449216247,132.99743208028113,BUY,BUY,BUY
NANDANI CREATION LTD,30.25,30.15,,,21.0,18.5,9.0,48.5,36.305086193598996,22.6848963821946,15.67309386675612,UNDERVALUED,OVERVALUED,OVERVALUED,7.034083379555783,4.333610149793386,2.9427083690599147,DO NOT BUY,DO NOT BUY,DO NOT BUY
NARAYANA HRUDAYALAYA LTD,8419.67,412.0,-83.29709141274238,-83.31301939058172,24.0,27.0,15.0,66.0,7.735595691568162,5.309963650823438,4.061225338044497,OVERVALUED,OVERVALUED,OVERVALUED,0.09783756163895654,0.06264330978455701,0.04451621004649606,DO NOT BUY,DO NOT BUY,DO NOT BUY
NARAYANI STEELS LTD,32.95,30.2,-0.7725674091441971,-0.7718171160609615,18.0,12.0,12.0,42.0,-6895.431454302307,-4301.803890341365,-2966.579893546216,OVERVALUED,OVERVALUED,OVERVALUED,-1336.0589519399748,-822.6721461257588,-558.2478909462726,DO NOT BUY,DO NOT BUY,DO NOT BUY
NARBADA GEMS & JEWELLERY LTD,39.47,26.0,18.53051643192488,12.20657276995305,27.0,30.0,6.0,63.0,-119.79465770239086,-74.78585622935096,-51.614899601324915,OVERVALUED,OVERVALUED,OVERVALUED,-26.941097318414293,-16.592818220325565,-11.262848766666135,DO NOT BUY,DO NOT BUY,DO NOT BUY
NARENDRA INVESTMENTS (DELHI) LTD,29.85,78.15,48.145161290322584,47.89838709677421,24.0,30.0,12.0,66.0,-790.1591266319791,-491.3146094457512,-337.4666259487187,OVERVALUED,OVERVALUED,OVERVALUED,-59.37829373708123,-36.51912976340033,-24.745322296377708,DO NOT BUY,DO NOT BUY,DO NOT BUY
NARENDRA PROPERTIES LTD,9.95,13.99,1.0163432073544432,1.014596527068437,0.0,30.0,6.0,36.0,-174.93531284345718,-109.00521370211808,-75.06377519035313,OVERVALUED,OVERVALUED,OVERVALUED,-73.26510767666456,-45.09360277952261,-30.583628788473614,DO NOT BUY,DO NOT BUY,DO NOT BUY
NARMADA AGROBASE LTD,13.01,9.6,61.95238095238095,55.31428571428572,10.0,17.0,6.0,33.0,44.28661522119059,27.678350101596862,19.128258160504533,UNDERVALUED,UNDERVALUED,UNDERVALUED,26.9414415268063,16.59961928324366,11.272975487605683,BUY,BUY,BUY
NARMADA GELATINES LTD,104.66,173.0,11.051742344244984,10.960929250263991,25.0,24.0,27.0,76.0,166.03247038560937,106.68240285245241,76.12842683722943,OVERVALUED,OVERVALUED,OVERVALUED,5.432342445758876,3.381562096909032,2.3252901784647855,DO NOT BUY,DO NOT BUY,DO NOT BUY
NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD,1.97,5.45,-39.39999999999999,-39.24,9.0,27.0,18.0,54.0,-27.569341414189473,-17.191444363179244,-11.848804821819426,OVERVALUED,OVERVALUED,OVERVALUED,-29.61574909168782,-18.232745082487316,-12.369831733819792,DO NOT BUY,DO NOT BUY,DO NOT BUY
NATCO PHARMA LTD,17176.22,942.0,48.616529861307676,48.83753184262665,28.0,28.0,18.0,74.0,332.01955513963225,207.84544282410508,143.91943554061504,OVERVALUED,OVERVALUED,OVERVALUED,2.05472602426403,1.2667296954561285,0.860865462154033,DO NOT BUY,DO NOT BUY,DO NOT BUY
NATH BIO-GENES (INDIA) LTD,664.57,349.7,11.835618878005343,11.833125556544967,35.0,30.0,6.0,71.0,-230.28893963302872,-141.60262836466845,-95.94607665378375,OVERVALUED,OVERVALUED,OVERVALUED,-3.9139382470709445,-2.3979180322896765,-1.617078884125731,DO NOT BUY,DO NOT BUY,DO NOT BUY
NATH INDUSTRIES LTD,153.14,80.6,10.075,7.246929824561404,26.0,15.0,6.0,47.0,-5288.617751507772,-3301.5693841627603,-2278.61809395522,OVERVALUED,OVERVALUED,OVERVALUED,-383.67405747434964,-236.30122533915056,-160.3955905824531,DO NOT BUY,DO NOT BUY,DO NOT BUY
NATIONAL FITTINGS LTD,37.83,41.65,33.776785714285715,32.84895833333334,22.0,27.0,15.0,64.0,-0.7296355926078013,1.3354009954695978,2.398501359212664,OVERVALUED,OVERVALUED,OVERVALUED,-0.542730976878502,-0.24634559625299388,-0.09368977683883183,DO NOT BUY,DO NOT BUY,DO NOT BUY
NATIONAL PLASTIC TECHNOLOGIES LTD,22.62,37.2,21.75,21.81923076923077,23.0,16.5,18.0,57.5,420.61614491095736,262.86068019846925,181.64667513599971,UNDERVALUED,UNDERVALUED,UNDERVALUED,66.03790326008506,40.68746304431918,27.630502490191176,BUY,BUY,BUY
NATIONAL STANDARD (INDIA) LTD,1179.9,589.95,106.77828054298642,106.77828054298641,26.0,23.0,21.0,70.0,92.51713012340842,58.48769286007621,40.96901675453475,OVERVALUED,OVERVALUED,OVERVALUED,0.9042926477121999,0.5594796765086024,0.3818808133236925,DO NOT BUY,DO NOT BUY,DO NOT BUY
NATIONAL ALUMINIUM COMPANY LTD,13958.4,76.0,29.911925425908066,30.749069609628926,22.0,30.0,21.0,73.0,-624.2577999138107,-387.71423802793413,-265.93937547400714,OVERVALUED,OVERVALUED,OVERVALUED,-48.29821479561521,-29.692705064412394,-20.109778512364766,DO NOT BUY,DO NOT BUY,DO NOT BUY
NATIONAL OXYGEN LTD,29.71,61.9,-11.650980392156864,-11.651764705882353,9.0,15.5,21.0,45.5,643.0576432294434,401.88791698564467,277.7314612725275,UNDERVALUED,UNDERVALUED,UNDERVALUED,60.67261409575897,37.3822555536856,25.3863576447324,BUY,BUY,BUY
NATIONAL PEROXIDE LTD,1331.06,2316.1,41.41443683883011,41.07582451773491,23.0,30.0,18.0,71.0,-15745.468013582606,-9829.332438708545,-6783.649898304971,OVERVALUED,OVERVALUED,OVERVALUED,-39.75248476735623,-24.48298378911825,-16.618297012196802,DO NOT BUY,DO NOT BUY,DO NOT BUY
NATIONAL PLASTIC INDUSTRIES LTD,23.92,26.2,37.968253968253975,37.84444444444445,15.0,13.5,18.0,46.5,498.11451046849544,311.1623042092265,214.91754049690988,UNDERVALUED,UNDERVALUED,UNDERVALUED,111.09062164855519,68.4352886901652,46.46529546241379,BUY,BUY,BUY
NATIONAL PLYWOOD INDUSTRIES LTD,12.32,5.0,-6.484210526315789,-2.157894736842105,10.0,15.0,9.0,34.0,-414.31625634920573,-258.48429628697085,-178.26052960824313,OVERVALUED,OVERVALUED,OVERVALUED,-484.86280057586737,-298.555204634233,-202.59588753995027,DO NOT BUY,DO NOT BUY,DO NOT BUY
NATIONAL STEEL & AGRO INDUSTRIES LTD,21.58,4.85,-0.0655608214849921,-0.06556841657552559,15.0,16.0,21.0,52.0,2694.796975707279,1682.7382727522704,1161.7208818485508,UNDERVALUED,UNDERVALUED,UNDERVALUED,3248.0061237017208,2000.5996368889023,1358.1122814563541,BUY,BUY,BUY
NATIONAL FERTILIZER LTD,3017.07,61.5,226.50675675675677,226.51576576576576,18.0,13.5,12.0,43.5,-1608.5064048230765,-1004.1458394024298,-693.0153051348339,OVERVALUED,OVERVALUED,OVERVALUED,-152.93525975074135,-94.19105404441436,-63.93434961787478,DO NOT BUY,DO NOT BUY,DO NOT BUY
NATRAJ PROTEINS LTD,17.04,45.45,-14.564102564102564,-14.373076923076923,12.0,16.0,18.0,46.0,305.60316991207225,191.968077930568,133.46765797820927,UNDERVALUED,UNDERVALUED,UNDERVALUED,39.049551844355186,24.103633225132036,16.40561030342209,BUY,BUY,BUY
NATURA HUE CHEM LTD,0.25,0.61,-2.5,-2.5009999999999994,11.0,27.0,12.0,50.0,240.37129649727635,150.14773653421142,103.6997946581649,UNDERVALUED,UNDERVALUED,UNDERVALUED,2302.6392994475004,1418.4725937499995,963.0749871874997,BUY,BUY,BUY
NATURAL CAPSULES LTD,82.61,132.55,15.269870609981515,15.190573012939002,26.0,30.0,24.0,80.0,456.22576785687846,285.1134680663468,197.02323799561043,UNDERVALUED,UNDERVALUED,UNDERVALUED,20.102602791800344,12.385655584221045,8.410976074514286,DO NOT BUY,DO NOT BUY,DO NOT BUY
NAVA BHARAT VENTURES LTD,1288.86,86.65,9.720642582396863,11.619556527641604,16.0,30.0,27.0,73.0,965.2677546087332,603.1472335701247,416.7241649147695,UNDERVALUED,UNDERVALUED,UNDERVALUED,65.07284304595774,40.09076260343442,27.223528893811665,BUY,BUY,BUY
NAVIN FLUORINE INTERNATIONAL LIMITED,16690.85,3371.35,55.781197780896996,55.772282935632646,27.0,30.0,21.0,78.0,3882.261980734188,2438.5489981928386,1695.311902181265,UNDERVALUED,OVERVALUED,OVERVALUED,6.688061126866011,4.12817260397351,2.8096801761542434,DO NOT BUY,DO NOT BUY,DO NOT BUY
NAVKAR BUILDERS LTD,20.12,10.12,-11.116022099447514,-11.126408839779005,23.0,20.5,15.0,58.5,-345.4866095392926,-215.4304588738951,-148.47632262387697,OVERVALUED,OVERVALUED,OVERVALUED,-199.87318876296905,-123.04963092538513,-83.481001908471,DO NOT BUY,DO NOT BUY,DO NOT BUY
NAVKAR CORPORATION LTD,538.86,35.8,32.24775583482944,32.24356672651107,25.0,22.5,0.0,47.5,-14.989211917152744,-9.328315004997073,-6.41403174184787,OVERVALUED,OVERVALUED,OVERVALUED,-2.456554071290641,-1.5113050148694112,-1.024446422337241,DO NOT BUY,DO NOT BUY,DO NOT BUY
NAVKETAN MERCHANTS LTD,2.02,0.56,-33.666666666666664,-33.693333333333335,11.0,30.0,12.0,53.0,1.4007529043570637,0.880773976812578,0.6130839076860382,UNDERVALUED,UNDERVALUED,UNDERVALUED,14.510649928372526,8.96002668626238,6.101130820699255,DO NOT BUY,DO NOT BUY,DO NOT BUY
NAVNEET EDUCATION LTD,1711.95,74.8,27.8320598276703,28.026185444101234,29.0,27.0,21.0,77.0,705.5702202911428,440.5725433699117,304.149233316933,UNDERVALUED,UNDERVALUED,UNDERVALUED,55.14241182611296,33.964433387821636,23.05653487673504,BUY,BUY,BUY
NAYSAA SECURITIES LTD,6.95,20.0,,,9.0,21.0,12.0,42.0,948.0892083360626,592.6239485298844,409.6270712930498,UNDERVALUED,UNDERVALUED,UNDERVALUED,276.8028247954586,170.55716445593524,115.83443047999097,BUY,BUY,BUY
NAZARA TECHNOLOGIES LTD,5259.66,1727.15,,,9.0,25.5,9.0,43.5,-35.1942706440392,-21.732107072086606,-14.801657959107002,OVERVALUED,OVERVALUED,OVERVALUED,-0.12056731170735126,-0.07397343575321404,-0.049974862347031426,DO NOT BUY,DO NOT BUY,DO NOT BUY
NBCC (INDIA) LTD,7920.0,44.0,45.92102974430336,45.92102974430336,29.0,30.0,21.0,80.0,29.35170622273843,20.162567280194683,15.431911654669426,OVERVALUED,OVERVALUED,OVERVALUED,3.4726810760433637,2.2242453889480744,1.581227935127643,DO NOT BUY,DO NOT BUY,DO NOT BUY
NBI INDUSTRIAL FINANCE COMPANY LTD,479.08,1950.0,45.06867356538098,45.86077140169331,21.0,27.0,9.0,57.0,-373.79658025692095,-230.92399196732165,-157.3718324285902,OVERVALUED,OVERVALUED,OVERVALUED,-1.133627602919267,-0.6956435136746473,-0.4700560710926409,DO NOT BUY,DO NOT BUY,DO NOT BUY
NCC LTD,4680.57,76.75,18.28276239209406,18.097502701717378,21.0,24.5,24.0,69.5,596.0271478185922,373.09066317076116,258.32085265550717,UNDERVALUED,UNDERVALUED,UNDERVALUED,45.27517717709463,27.911296310465403,18.967881300214234,BUY,BUY,BUY
NCL INDUSTRIES LTD,816.45,180.5,6.578968573730863,6.574214343271555,22.0,16.5,18.0,56.5,432.86189612641266,271.0243241150882,187.70881161236974,UNDERVALUED,UNDERVALUED,UNDERVALUED,13.977292480637246,8.617522142354114,5.856926693497777,DO NOT BUY,DO NOT BUY,DO NOT BUY
NCL RESEARCH AND FINANCIAL SERVICES LTD,6.25,0.43,10.59322033898305,10.59694915254237,20.0,30.0,6.0,56.0,0.022015999999999997,0.022015999999999997,0.022015999999999997,OVERVALUED,OVERVALUED,OVERVALUED,0.10239999999999999,0.10239999999999999,0.10239999999999999,DO NOT BUY,DO NOT BUY,DO NOT BUY
NDA SECURITIES LTD,2.86,5.61,11.916666666666668,11.92125,10.0,24.0,9.0,43.0,-121.33500371485304,-74.03181866376431,-49.67969167271792,OVERVALUED,OVERVALUED,OVERVALUED,-129.59771013876747,-79.19294962849649,-53.2315476125437,DO NOT BUY,DO NOT BUY,DO NOT BUY
NDR AUTO COMPONENTS LTD,115.39,194.05,21.329020332717185,7.054189772027111,4.0,16.5,0.0,20.5,-4421.952300488625,-2730.3791297513258,-1859.541264944722,OVERVALUED,OVERVALUED,OVERVALUED,-134.83743238315168,-82.72742025684636,-55.887713844760135,DO NOT BUY,DO NOT BUY,DO NOT BUY
NEW DELHI TELEVISION LTD,412.32,63.95,14.853025936599424,14.858699567723344,6.0,27.0,21.0,54.0,72.56248663038231,45.5496276964994,31.643152467850925,UNDERVALUED,OVERVALUED,OVERVALUED,6.594684903526088,4.069611341767322,2.769050656763863,DO NOT BUY,DO NOT BUY,DO NOT BUY
NECTAR LIFESCIENCE LTD,571.87,25.5,-21.669950738916256,-21.673550587343687,16.0,3.0,24.0,43.0,793.664960362585,495.6827332973046,342.2786649088583,UNDERVALUED,UNDERVALUED,UNDERVALUED,181.90571298958892,112.05124102177942,76.07209915086683,BUY,BUY,BUY
NEELAMALAI AGRO INDUSTRIES LTD,96.42,1550.0,13.833572453371593,13.3428981348637,23.0,30.0,9.0,62.0,-2683.62989519557,-1662.7751227935692,-1137.2294321577308,OVERVALUED,OVERVALUED,OVERVALUED,-10.206816230641344,-6.269717568644994,-4.241881306636979,DO NOT BUY,DO NOT BUY,DO NOT BUY
NEELKANTH ROCKMINERALS LTD,4.13,8.19,68.83333333333333,68.24999999999999,15.0,27.0,6.0,48.0,-46.58600686060055,-29.051286818731374,-20.02424712254887,OVERVALUED,OVERVALUED,OVERVALUED,-33.299547707551454,-20.501050809624694,-13.909075769900118,DO NOT BUY,DO NOT BUY,DO NOT BUY
NEERAJ PAPER MARKETING LTD,12.32,11.2,18.388059701492537,18.388059701492537,15.0,16.0,24.0,55.0,82.45648193037125,51.520629872796505,35.594560685940664,UNDERVALUED,UNDERVALUED,UNDERVALUED,43.007909701121115,26.496350256189107,17.99193066723314,BUY,BUY,BUY
NEGOTIUM INTERNATIONAL TRADE LTD,17.14,4.37,,,12.0,24.0,27.0,63.0,1.0923650538114873,0.6824697749847013,0.47145180923377705,OVERVALUED,OVERVALUED,OVERVALUED,1.4604023764950407,0.8996959779754958,0.6108993627844221,DO NOT BUY,DO NOT BUY,DO NOT BUY
NEIL INDUSTRIES LTD,13.86,7.09,16.5,16.543333333333333,22.0,27.0,9.0,58.0,-232.39809730616247,-145.08618834279125,-100.13719193567168,OVERVALUED,OVERVALUED,OVERVALUED,-191.65711903560157,-118.04127745084782,-80.12481006211671,DO NOT BUY,DO NOT BUY,DO NOT BUY
NEL HOLDINGS SOUTH LTD,25.96,1.78,-0.026784148241387494,-0.026776306965322984,8.0,9.5,12.0,29.5,260.5834973094845,162.69524454767026,112.30144633698325,UNDERVALUED,UNDERVALUED,UNDERVALUED,855.9095338603619,527.1679771764253,357.846833180855,BUY,BUY,BUY
NELCAST LTD,639.02,73.45,25.26769474100435,25.267497034400943,22.0,30.0,18.0,70.0,-283.27217668309527,-175.81649958903333,-120.49730085691237,OVERVALUED,OVERVALUED,OVERVALUED,-22.693865685443612,-13.94842702864346,-9.444014221667052,DO NOT BUY,DO NOT BUY,DO NOT BUY
NELCO LTD,455.37,199.55,63.422005571030645,63.36685236768802,23.0,14.5,24.0,61.5,1090.172955981065,681.2025927073378,470.660782229674,UNDERVALUED,UNDERVALUED,UNDERVALUED,31.912319111006564,19.660963723524272,13.350798587635461,BUY,BUY,BUY
NEO INFRACON LTD,7.43,14.0,-26.53571428571428,-26.5,14.0,15.5,18.0,47.5,0.009421265141318977,0.009421265141318977,0.009421265141318977,OVERVALUED,OVERVALUED,OVERVALUED,0.0013458950201884253,0.0013458950201884253,0.0013458950201884253,DO NOT BUY,DO NOT BUY,DO NOT BUY
NEOGEM INDIA LTD,1.63,1.99,-16.3,-16.318,6.0,16.5,12.0,34.5,3.586859599933969,2.2783512157200443,1.6047187255016497,UNDERVALUED,UNDERVALUED,OVERVALUED,10.337953674079749,6.407275690184046,4.3827464532208555,DO NOT BUY,DO NOT BUY,DO NOT BUY
NEOGEN CHEMICALS LTD,2087.28,894.5,70.89945652173914,64.21116394927537,36.0,16.0,9.0,61.0,-2120.351137400111,-1323.6691923514527,-913.5297931472496,OVERVALUED,OVERVALUED,OVERVALUED,-13.860852140458817,-8.53672199510248,-5.794483331738854,DO NOT BUY,DO NOT BUY,DO NOT BUY
NESCO LTD,3514.9,498.85,18.931918560810082,18.942650544005172,29.0,30.0,24.0,83.0,1326.1884586480192,828.2445938148189,571.8983833485652,UNDERVALUED,UNDERVALUED,UNDERVALUED,15.538140460304179,9.571162384153894,6.497819408469125,DO NOT BUY,DO NOT BUY,DO NOT BUY
NESTLE INDIA LTD,161605.76,16761.35,74.84346879703601,74.83126733819613,36.0,29.0,27.0,92.0,13043.948863466307,8178.144693777747,5673.182693315333,OVERVALUED,OVERVALUED,OVERVALUED,4.529023779655629,2.7936634537829126,1.899851309722905,DO NOT BUY,DO NOT BUY,DO NOT BUY
NET PIX SHORTS DIGITAL MEDIA LTD,9.62,30.05,-481.0,,0.0,15.0,0.0,15.0,-39.05691631095948,-23.99109001752846,-16.23506017035363,OVERVALUED,OVERVALUED,OVERVALUED,-7.733252619477652,-4.73621280535343,-3.192561874675155,DO NOT BUY,DO NOT BUY,DO NOT BUY
NETLINK SOLUTIONS (INDIA) LTD,4.03,15.95,8.395833333333334,8.86111111111111,16.0,30.0,9.0,55.0,-163.589282794719,-102.08084721841404,-70.41572292378049,OVERVALUED,OVERVALUED,OVERVALUED,-60.00062905381512,-36.94812926488834,-25.0747425364454,DO NOT BUY,DO NOT BUY,DO NOT BUY
NETRIPPLES SOFTWARE LTD,2.56,3.76,11.130434782608697,11.116521739130434,16.0,25.5,9.0,50.5,-53.41917345123277,-33.348169238583324,-23.015426466687938,OVERVALUED,OVERVALUED,OVERVALUED,-83.0746180592041,-51.164729309082034,-34.7292688140869,DO NOT BUY,DO NOT BUY,DO NOT BUY
NETTLINX LTD,71.68,62.55,94.31578947368422,94.64802631578947,21.0,15.0,12.0,48.0,1068.3969545585521,667.1630286004909,460.60400921323446,UNDERVALUED,UNDERVALUED,UNDERVALUED,99.84543618406457,61.49993961879184,41.74976440211703,BUY,BUY,BUY
NETWORK 18 MEDIA & INVESTMENTS LTD,4198.26,40.1,-31.627693234895283,-31.626254331776405,5.0,23.0,0.0,28.0,-6.007659042076886,-3.7477716904491905,-2.584360311006981,OVERVALUED,OVERVALUED,OVERVALUED,-0.8767086449842492,-0.5398199389821635,-0.36630253620882625,DO NOT BUY,DO NOT BUY,DO NOT BUY
NEUEON TOWERS LTD,3.96,0.7,-0.03777184280808851,-0.03772415108737124,6.0,1.0,21.0,28.0,208.46109274993134,130.16740417639764,89.86107290756375,UNDERVALUED,UNDERVALUED,UNDERVALUED,1740.900820700987,1072.2910067471546,727.9178166725818,BUY,BUY,BUY
NEULAND LABORATORIES LTD,3438.47,2680.05,64.00725986597169,57.37262658227849,27.0,21.5,12.0,60.5,-260.15656627737945,-155.7329551698207,-101.97469268055129,OVERVALUED,OVERVALUED,OVERVALUED,-0.5931178870525878,-0.360201607655433,-0.2402360904250245,DO NOT BUY,DO NOT BUY,DO NOT BUY
NEW INDIA ASSURANCE COMPANY LTD,24909.52,151.15,16.718584094554778,16.71858409455478,22.0,27.0,6.0,55.0,-411.3943905763667,-244.11041421215216,-157.99104124416215,OVERVALUED,OVERVALUED,OVERVALUED,-16.776289393111764,-10.160369705193286,-6.752783814802842,DO NOT BUY,DO NOT BUY,DO NOT BUY
NEW LIGHT APPARELS LTD,5.78,26.3,-18.0625,-18.081250000000004,22.0,26.0,21.0,69.0,16.249694318214047,10.153638137345743,7.015330767541235,OVERVALUED,OVERVALUED,OVERVALUED,3.6091834967019873,2.2235855049740474,1.5099214357158295,DO NOT BUY,DO NOT BUY,DO NOT BUY
NEWGEN SOFTWARE TECHNOLOGIES LTD,2302.7,329.05,21.970231848106092,21.850853926152084,33.0,24.0,12.0,69.0,-56.662899631118215,-32.08127352625227,-19.426419949149665,OVERVALUED,OVERVALUED,OVERVALUED,-1.1093623791394398,-0.6627890865885733,-0.43277770155008455,DO NOT BUY,DO NOT BUY,DO NOT BUY
NEXT MEDIAWORKS LTD,27.43,4.1,-2.578007518796992,-2.577913533834586,2.0,14.0,3.0,19.0,-17.56145909802929,-10.953109050623217,-7.551067953772885,OVERVALUED,OVERVALUED,OVERVALUED,-25.07093183233458,-15.435898622630331,-10.473292550070633,DO NOT BUY,DO NOT BUY,DO NOT BUY
NGL FINE CHEM LTD,967.76,1565.95,23.432445520581116,23.508208232445522,30.0,25.0,9.0,64.0,1438.2026937129333,898.8390734341301,621.1695811749058,OVERVALUED,OVERVALUED,OVERVALUED,5.363746027942101,3.304786585129577,2.244301954545805,DO NOT BUY,DO NOT BUY,DO NOT BUY
NHC FOODS LTD,8.23,6.94,5.560810810810811,5.580135135135135,25.0,16.5,12.0,53.5,-450.6141488240076,-281.15229813788284,-193.91173487371285,OVERVALUED,OVERVALUED,OVERVALUED,-379.89575840104794,-233.92814493469012,-158.74628004442584,DO NOT BUY,DO NOT BUY,DO NOT BUY
NHPC LTD,24509.88,24.4,7.630555996600324,7.684794333041726,22.0,18.0,21.0,61.0,20.422233190029004,12.82287538775883,8.910654127152117,OVERVALUED,OVERVALUED,OVERVALUED,4.863116714769679,3.001324973177893,2.042393249584123,DO NOT BUY,DO NOT BUY,DO NOT BUY
NIBE LTD,38.55,37.0,-52.80821917808219,-52.71232876712329,15.0,29.0,15.0,59.0,-223.8439090991592,-139.74775389647598,-96.45425793541797,OVERVALUED,OVERVALUED,OVERVALUED,-35.37329888340628,-21.786459245298317,-14.788441550137808,DO NOT BUY,DO NOT BUY,DO NOT BUY
NICCO PARKS & RESORTS LTD,201.01,42.95,-26.037564766839374,-26.03704663212435,27.0,30.0,18.0,75.0,-4.188340645363537,-2.127240700221759,-1.0661669574891612,OVERVALUED,OVERVALUED,OVERVALUED,-0.6864224685276877,-0.39955591450674244,-0.2518028479615451,DO NOT BUY,DO NOT BUY,DO NOT BUY
NICCO UCO ALLIANCE CREDIT LTD,1.58,0.19,-0.2326951399116348,-0.23225331369661273,4.0,16.5,6.0,26.5,43.82846114662476,27.363206168567718,18.886737200726497,UNDERVALUED,UNDERVALUED,UNDERVALUED,1348.721796479628,830.6870475672469,563.8688296331089,BUY,BUY,BUY
NIHAR INFO GLOBAL LTD,3.23,3.96,11.962962962962962,10.999999999999998,18.0,22.5,0.0,40.5,-0.8315327156546627,-0.5030264101945414,-0.33390825759478904,OVERVALUED,OVERVALUED,OVERVALUED,-1.2694167560952074,-0.7735185274767841,-0.5181019132159469,DO NOT BUY,DO NOT BUY,DO NOT BUY
NIIT LTD,2409.19,169.25,658.2486338797819,732.8000910746816,13.0,30.0,12.0,55.0,-186.92733940711133,-114.34253730012043,-76.97519477085169,OVERVALUED,OVERVALUED,OVERVALUED,-6.600327648361062,-4.036663956558011,-2.7162270957770023,DO NOT BUY,DO NOT BUY,DO NOT BUY
NIKHIL ADHESIVES LTD,212.62,462.8,23.4939226519337,23.52353591160221,29.0,14.5,18.0,61.5,1052.6119482279867,657.7648492364287,454.49382876912136,UNDERVALUED,UNDERVALUED,OVERVALUED,13.285139284737733,8.185028215684081,5.5581724891752256,DO NOT BUY,DO NOT BUY,DO NOT BUY
NIKKI GLOBAL FINANCE LTD,1.63,4.77,-54.33333333333334,-54.06000000000002,9.0,21.5,12.0,42.5,-18.785038627109437,-11.72797016802604,-8.094924589498945,OVERVALUED,OVERVALUED,OVERVALUED,-23.025733189992334,-14.181707726226993,-9.626516943059814,DO NOT BUY,DO NOT BUY,DO NOT BUY
NILA INFRASTRUCTURES LTD,169.37,4.3,-156.82407407407402,-156.8305555555555,21.0,20.5,12.0,53.5,53.46188479382717,33.40744690125238,23.08323262759231,UNDERVALUED,UNDERVALUED,UNDERVALUED,72.62240732248182,44.74283733468146,30.383226909834967,BUY,BUY,BUY
NILA SPACES LTD,51.21,1.3,46.98165137614679,31.319266055045876,5.0,29.0,6.0,40.0,68.90793754225535,43.0261490408288,29.70195956687627,UNDERVALUED,UNDERVALUED,UNDERVALUED,309.87624184580045,190.86308788261573,129.56434736791516,BUY,BUY,BUY
NILACHAL REFRACTORIES LTD,60.67,29.8,-32.97282608695652,-33.039130434782614,5.0,16.0,9.0,30.0,13.699826560030585,8.566984245736396,5.924548483161212,OVERVALUED,OVERVALUED,OVERVALUED,2.6831783214984952,1.6535376447379388,1.1232124280173557,DO NOT BUY,DO NOT BUY,DO NOT BUY
NILE LTD,105.72,352.4,11.945762711864402,11.945762711864402,16.0,25.0,24.0,65.0,2544.6075913923105,1588.925232553321,1096.9309167284039,UNDERVALUED,UNDERVALUED,UNDERVALUED,42.21104096425109,25.999596886232503,17.649754277957104,BUY,BUY,BUY
NILKAMAL LTD,3026.75,2028.65,31.152223137093454,31.110420955125562,26.0,23.0,21.0,70.0,-577.7623048767169,-359.02195174623057,-246.41234941719384,OVERVALUED,OVERVALUED,OVERVALUED,-1.673710493705923,-1.0291468339596985,-0.6971588208009866,DO NOT BUY,DO NOT BUY,DO NOT BUY
NIMBUS PROJECTS LTD,22.69,30.5,2.0204808548530724,2.009795191451469,7.0,9.0,21.0,37.0,372.11728792789205,232.72865623758412,160.97007050251105,UNDERVALUED,UNDERVALUED,UNDERVALUED,71.19804492228128,43.87862029666153,29.807517520452283,BUY,BUY,BUY
NINTEC SYSTEMS LTD,11.87,17.25,,,15.0,22.5,0.0,37.5,-65.14809462193057,-40.61626293752386,-27.987043998958956,OVERVALUED,OVERVALUED,OVERVALUED,-22.115721625763474,-13.614430088984843,-9.235767339537697,DO NOT BUY,DO NOT BUY,DO NOT BUY
